id,A,B,C,D,E,F,G,H,I,J,K
15555,80,80,80,80,80,80,80,60,90,90,100
15556,90,80,80,80,90,80,80,80,80,80,100
15557,120,90,90,80,90,90,80,80,80,80,100
15558,90,80,80,80,90,90,80,80,80,80,100
15559,140,110,90,100,110,90,80,100,80,80,100
15560,220,170,130,120,160,90,80,100,80,80,100
15561,210,180,150,140,180,90,80,100,80,80,100
15562,220,180,160,160,200,100,80,100,80,80,100
15563,220,180,160,170,210,90,80,100,80,80,100
15564,230,190,170,170,210,90,80,100,80,80,100
15565,240,190,160,170,210,90,80,100,110,110,100
15566,240,200,160,170,210,90,80,100,110,110,100
15567,240,190,160,160,200,90,80,100,80,80,100
15568,220,190,150,140,200,90,80,100,80,80,100
15569,210,180,140,140,190,90,80,100,80,80,100
15570,200,180,140,130,180,90,80,100,80,80,100
15571,180,170,130,120,150,80,70,100,120,120,100
15572,200,160,120,110,140,80,70,100,120,120,100
15573,160,110,90,100,110,80,70,100,100,100,100
15574,150,90,90,100,100,80,70,100,100,100,100
15575,160,90,90,100,100,80,70,100,100,100,100
15576,130,90,90,100,100,80,70,100,140,140,100
15577,130,90,100,100,130,80,70,100,60,60,100
15578,120,80,90,90,100,80,70,100,90,90,100
15579,130,80,90,90,100,80,70,100,90,90,100
15580,120,80,90,90,90,80,80,100,90,90,100
15581,120,90,90,90,90,80,80,100,90,90,100
15582,120,90,90,90,100,80,80,100,60,60,100
15583,130,90,90,90,100,80,80,70,60,60,50
15584,130,90,80,90,90,80,80,50,60,60,50
15585,130,100,80,90,100,80,80,30,60,60,50
15586,140,100,90,90,100,80,80,70,60,60,50
15587,140,110,100,90,100,80,80,70,60,60,50
15588,140,130,110,100,110,80,80,70,60,60,50
15589,140,140,120,100,110,70,80,70,60,60,50
15590,150,140,120,100,110,70,80,50,60,60,50
15591,140,130,110,100,110,70,80,50,60,60,50
15592,140,140,110,100,110,70,80,50,60,60,50
15593,140,130,100,100,110,70,80,50,60,60,50
15594,120,130,100,100,110,70,80,50,60,60,50
15595,70,60,70,60,70,40,30,50,60,60,50
15596,70,60,70,60,70,40,30,50,60,60,50
15597,70,50,60,50,70,40,30,50,60,60,50
15598,70,50,60,50,60,40,30,50,60,60,50
15599,70,50,60,50,60,40,30,50,60,60,50
15600,70,50,60,40,60,40,30,50,60,60,50
15601,70,50,50,40,60,40,30,50,60,60,50
15602,70,50,60,40,60,40,30,50,60,60,50
15603,70,50,50,40,50,30,30,50,60,60,50
15604,70,50,50,40,50,30,30,50,60,60,50
15605,70,50,60,40,50,30,30,50,60,60,50
15606,70,50,60,40,50,30,30,50,60,60,50
15607,70,50,60,40,50,30,40,60,60,60,50
15608,70,50,60,40,50,30,40,50,60,60,50
15609,70,50,60,40,50,30,40,50,60,60,50
15610,70,50,60,40,60,40,40,40,60,60,50
15611,70,50,60,40,50,40,40,40,60,60,50
15612,70,50,60,40,50,40,40,50,60,60,50
15613,70,50,60,40,60,40,40,50,60,60,50
15614,70,50,60,40,60,40,40,40,60,60,50
15615,70,50,60,40,60,40,40,50,60,60,50
15616,70,50,60,40,60,40,40,50,60,60,50
15617,70,50,60,40,60,40,40,50,60,60,50
15618,70,50,60,40,50,40,40,50,60,60,50
15619,70,50,60,40,60,40,50,40,60,60,50
15620,70,50,60,40,60,40,50,50,60,60,50
15621,70,60,60,40,60,40,50,50,60,60,50
15622,70,60,60,40,60,40,50,40,60,60,50
15623,70,60,60,40,60,40,50,40,60,60,50
15624,70,50,60,40,60,40,50,40,60,60,50
15625,70,60,60,50,60,40,50,40,60,60,50
15626,70,60,60,50,60,40,50,50,60,60,50
15627,70,60,60,50,60,40,50,50,60,60,50
15628,70,60,60,50,60,40,50,50,60,60,50
15629,70,70,60,50,60,40,50,50,60,60,50
15630,70,70,60,50,60,40,50,50,60,60,50
15631,70,80,70,50,70,40,60,50,60,60,50
15632,70,80,70,50,70,40,60,50,50,50,50
15633,60,60,60,50,60,40,60,50,50,50,50
15634,60,60,60,50,60,40,60,50,50,50,50
15635,60,70,70,50,70,40,60,60,50,50,50
15636,70,80,70,50,80,40,60,60,50,50,50
15637,100,100,80,70,80,50,60,60,60,60,50
15638,80,110,90,60,110,50,60,50,60,60,50
15639,100,170,170,100,160,50,60,70,60,60,50
15640,250,220,220,150,220,50,60,70,50,50,50
15641,340,200,220,190,220,50,60,60,50,50,50
15642,330,200,220,190,210,50,60,70,50,50,50
15643,320,200,220,190,210,50,70,50,50,50,50
15644,310,200,220,200,210,50,70,50,50,50,50
15645,290,180,210,190,200,50,70,80,50,50,50
15646,260,180,180,170,190,50,70,50,50,50,50
15647,240,170,140,130,150,50,70,50,50,50,50
15648,200,150,140,120,130,50,70,60,50,50,50
15649,180,140,130,110,110,60,70,50,50,50,50
15650,120,120,120,100,110,60,70,60,60,60,50
15651,110,120,110,100,100,60,70,60,60,60,50
15652,90,100,100,90,90,60,70,40,70,70,50
15653,90,100,100,90,100,60,70,70,70,70,50
15654,80,100,90,90,90,60,70,70,70,70,50
15655,70,80,80,90,80,60,80,100,60,60,50
15656,70,80,80,80,70,60,80,80,80,80,50
15657,70,70,70,70,70,60,80,70,80,80,50
15658,70,70,70,70,70,60,80,80,80,80,50
15659,70,70,70,70,60,60,80,80,80,80,50
15660,70,70,70,70,60,60,80,70,80,80,50
15661,70,60,70,70,60,60,80,80,70,70,50
15662,70,60,70,70,60,60,80,60,80,80,50
15663,70,70,70,70,60,60,80,100,80,80,50
15664,80,70,70,70,60,70,80,70,80,80,50
15665,70,70,70,70,70,70,80,70,70,70,50
15666,180,100,120,100,100,70,80,90,70,70,50
15667,200,160,160,140,160,70,80,70,70,70,50
15668,270,180,170,160,190,70,90,90,70,70,50
15669,290,180,190,170,190,60,90,90,70,70,50
15670,260,180,190,180,190,60,90,90,70,70,50
15671,210,160,160,160,190,60,80,90,70,70,40
15672,230,160,150,140,170,60,80,100,70,70,70
15673,250,140,150,130,150,70,90,100,70,70,70
15674,220,130,140,120,140,70,90,100,70,70,70
15675,200,120,130,110,130,70,90,60,70,70,70
15676,180,120,130,110,120,70,90,60,70,70,70
15677,120,100,100,100,110,70,90,60,70,70,60
15678,170,100,100,110,110,70,90,90,70,70,60
15679,220,140,130,120,150,70,90,50,70,70,60
15680,240,140,130,120,160,70,90,80,80,80,70
15681,220,140,140,130,170,70,90,100,100,100,70
15682,210,140,140,130,170,70,90,60,100,100,70
15683,190,150,140,130,170,70,90,60,100,100,70
15684,190,150,140,130,170,70,90,70,70,70,70
15685,180,150,130,120,160,80,90,100,50,50,70
15686,160,130,120,120,150,80,90,100,50,50,70
15687,110,110,110,110,130,80,90,60,80,80,70
15688,100,100,100,100,120,80,90,60,100,100,70
15689,90,100,100,100,110,80,90,80,100,100,70
15690,90,90,90,90,100,80,90,70,80,80,70
15691,110,100,90,90,100,80,90,60,50,50,70
15692,100,90,90,90,90,80,90,60,60,60,70
15693,110,90,90,90,100,80,90,60,60,60,70
15694,100,90,90,90,100,80,90,60,60,60,70
15695,100,90,90,80,100,80,90,60,70,70,70
15696,100,90,90,80,100,80,90,60,70,70,80
15697,130,90,90,80,100,80,90,60,70,70,80
15698,130,90,90,90,100,80,90,60,70,70,80
15699,120,90,90,90,100,80,90,60,70,70,80
15700,110,90,80,80,90,80,90,60,70,70,100
15701,100,80,80,80,90,80,90,60,60,60,100
15702,110,90,90,90,100,70,90,90,90,90,100
15703,100,70,70,70,80,70,80,100,90,90,100
15704,150,100,90,90,100,70,80,100,100,100,100
15705,140,90,90,90,100,80,80,100,100,100,100
15706,100,70,70,80,90,80,80,100,100,100,100
15707,90,60,70,80,80,80,80,90,100,100,100
15708,80,60,70,70,70,80,80,90,90,90,100
15709,100,70,70,70,80,90,80,100,100,100,100
15710,80,60,60,70,70,90,80,100,100,100,100
15711,80,60,60,60,70,90,80,100,100,100,100
15712,80,60,60,60,70,90,80,100,100,100,100
15713,70,60,60,60,70,90,80,100,100,100,100
15714,80,60,60,60,70,90,80,100,100,100,100
15715,80,60,60,60,70,90,80,100,100,100,100
15716,70,60,60,60,70,90,80,100,100,100,100
15717,70,50,60,60,70,90,80,100,100,100,100
15718,70,50,60,60,70,90,80,100,100,100,100
15719,80,60,60,60,70,90,80,100,100,100,100
15720,70,60,60,60,70,90,80,100,100,100,110
15721,80,60,60,60,70,80,80,70,70,70,80
15722,80,60,60,60,70,80,80,70,70,70,80
15723,90,60,60,60,70,80,80,70,70,70,80
15724,70,50,60,60,70,80,80,70,120,120,80
15725,90,60,60,60,70,80,80,70,70,70,80
15726,70,50,60,60,70,80,80,70,70,70,80
15727,70,50,60,50,70,70,80,60,60,60,60
15728,70,50,60,50,60,70,80,60,60,60,60
15729,60,50,60,50,60,70,80,60,60,60,60
15730,60,50,60,50,60,70,80,60,60,60,60
15731,50,50,60,50,60,70,80,60,60,60,60
15732,50,50,60,50,60,70,80,50,60,60,60
15733,50,50,60,50,60,70,80,50,60,60,60
15734,50,50,60,50,60,70,80,50,60,60,60
15735,50,50,60,50,60,60,80,60,60,60,60
15736,50,50,60,50,60,60,80,60,60,60,60
15737,50,50,60,50,60,60,80,50,60,60,60
15738,50,50,60,50,60,60,80,50,60,60,60
15739,70,50,50,40,40,40,30,60,50,50,60
15740,60,50,50,40,40,40,30,50,50,50,60
15741,60,50,50,40,40,40,30,60,50,50,60
15742,50,40,50,40,40,40,30,60,50,50,60
15743,60,40,50,40,40,40,30,60,50,50,60
15744,50,40,50,40,40,40,30,60,50,50,60
15745,50,40,50,40,40,40,30,60,50,50,60
15746,50,40,50,40,40,40,30,60,50,50,60
15747,50,40,40,40,40,40,30,60,50,50,60
15748,50,40,40,40,40,40,30,50,50,50,60
15749,50,40,40,40,40,40,30,60,50,50,50
15750,50,40,40,40,40,40,30,50,50,50,50
15751,50,40,40,40,40,40,40,50,50,50,50
15752,50,40,40,40,40,40,40,60,50,50,50
15753,50,40,40,40,40,40,40,60,50,50,50
15754,50,40,40,40,40,40,40,60,50,50,50
15755,50,40,40,40,40,40,40,60,50,50,50
15756,50,40,40,40,40,40,40,60,50,50,50
15757,50,40,40,40,40,40,40,60,50,50,50
15758,50,40,40,40,40,40,40,50,50,50,50
15759,50,50,50,40,40,40,40,60,50,50,50
15760,50,50,50,40,40,40,40,60,50,50,50
15761,50,50,50,40,40,40,40,50,50,50,50
15762,50,50,50,40,50,40,40,50,50,50,50
15763,50,50,50,40,50,40,40,50,50,50,50
15764,50,50,50,40,50,40,40,50,50,50,50
15765,50,50,50,40,50,40,40,50,50,50,50
15766,50,50,50,40,40,40,40,50,50,50,50
15767,50,50,50,40,50,40,40,50,50,50,50
15768,50,50,50,40,50,40,40,50,50,50,50
15769,50,50,50,40,50,40,50,50,50,50,50
15770,50,50,50,40,50,40,50,50,50,50,50
15771,50,50,50,40,50,40,50,50,50,50,50
15772,50,50,50,40,50,40,50,50,50,50,50
15773,50,50,50,40,50,40,50,60,50,50,50
15774,50,50,50,40,50,40,50,60,50,50,50
15775,50,50,50,40,50,40,50,60,50,50,50
15776,50,50,50,40,50,40,50,50,50,50,50
15777,50,50,50,40,50,40,50,50,50,50,50
15778,50,50,50,40,50,40,50,50,50,50,50
15779,50,50,50,40,50,40,50,50,50,50,50
15780,50,50,50,40,50,40,50,50,50,50,50
15781,50,50,50,40,50,50,60,50,50,50,50
15782,50,50,50,40,50,50,60,60,60,60,50
15783,50,50,50,40,50,50,60,50,60,60,50
15784,60,50,50,40,50,50,60,50,60,60,50
15785,50,50,50,40,50,50,60,50,60,60,50
15786,60,50,50,50,50,60,60,50,60,60,50
15787,60,60,50,50,60,60,60,50,50,50,50
15788,60,70,60,50,60,60,60,50,50,50,50
15789,60,70,60,50,60,60,60,50,50,50,50
15790,70,70,60,50,70,60,60,50,50,50,50
15791,70,70,70,50,80,60,60,50,50,50,50
15792,80,100,80,60,80,60,60,50,50,50,50
15793,80,120,80,60,110,60,70,90,50,50,50
15794,70,110,80,60,110,60,70,50,50,50,50
15795,70,90,70,60,100,60,70,50,50,50,50
15796,60,90,70,50,100,60,70,50,50,50,50
15797,60,100,70,50,90,60,70,50,50,50,50
15798,60,110,80,60,90,60,70,50,50,50,50
15799,60,120,80,60,90,70,80,50,50,50,60
15800,60,100,80,60,90,60,80,50,50,50,60
15801,120,110,100,100,120,60,80,50,50,50,60
15802,90,200,150,110,170,60,80,50,50,50,60
15803,210,210,220,160,220,60,80,50,50,50,60
15804,300,210,230,180,240,60,80,50,50,50,60
15805,330,220,240,200,250,70,80,50,50,50,60
15806,320,210,240,210,250,70,80,50,50,50,60
15807,320,220,240,210,250,70,80,50,50,50,60
15808,310,210,230,210,250,70,80,50,50,50,60
15809,290,200,220,200,250,70,80,50,50,50,60
15810,290,180,200,180,220,70,80,50,50,50,60
15811,290,180,190,170,220,70,80,50,50,50,60
15812,250,180,180,160,200,60,80,50,50,50,60
15813,190,140,150,130,160,60,80,50,50,50,90
15814,160,130,130,110,130,60,80,50,50,50,90
15815,190,150,150,130,160,60,80,50,50,50,90
15816,190,150,150,150,170,60,80,50,50,50,90
15817,200,150,160,150,190,70,80,50,50,50,90
15818,200,160,160,160,170,60,80,50,50,50,80
15819,220,160,160,160,180,60,80,60,50,50,90
15820,220,160,160,160,180,60,80,60,60,60,60
15821,220,160,160,160,170,60,80,60,60,60,60
15822,200,150,150,150,170,60,80,60,50,50,60
15823,180,140,140,130,160,60,80,50,50,50,60
15824,170,130,140,130,150,60,80,60,50,50,60
15825,160,130,130,120,140,70,80,60,60,60,50
15826,150,120,130,120,130,70,90,90,50,50,60
15827,150,110,120,120,130,70,90,50,50,50,60
15828,140,110,130,110,120,70,90,50,50,50,50
15829,130,110,120,110,120,70,90,60,50,50,50
15830,150,110,120,100,130,70,90,50,50,50,50
15831,120,100,110,100,110,70,90,60,50,50,50
15832,110,100,110,90,110,70,90,100,50,50,50
15833,100,90,100,90,100,70,90,100,50,50,50
15834,100,90,90,90,100,70,90,50,50,50,50
15835,100,90,90,80,100,70,90,50,50,50,50
15836,100,90,90,80,100,70,90,50,50,50,50
15837,110,90,90,90,100,70,90,50,50,50,50
15838,140,100,100,90,100,70,90,50,50,50,50
15839,150,100,100,100,100,70,80,100,100,100,110
15840,150,100,110,110,100,70,80,100,100,100,110
15841,150,100,110,100,100,70,80,100,100,100,110
15842,150,100,100,100,100,70,80,100,100,100,110
15843,150,100,110,100,120,70,80,100,100,100,110
15844,140,120,120,90,120,70,80,100,100,100,110
15845,140,120,120,100,120,70,80,100,100,100,110
15846,140,120,120,100,120,70,90,100,100,100,110
15847,140,120,130,100,130,70,80,100,100,100,110
15848,140,120,120,100,120,70,80,100,100,100,120
15849,140,120,120,100,120,70,80,100,100,100,120
15850,140,120,120,100,120,70,80,100,100,100,120
15851,130,120,120,100,120,70,80,100,100,100,120
15852,130,120,120,90,120,70,80,100,100,100,120
15853,130,120,120,90,120,70,80,100,100,100,120
15854,120,110,120,90,120,80,80,100,100,100,120
15855,120,110,120,90,120,70,80,100,100,100,120
15856,120,110,120,90,120,70,80,100,130,130,120
15857,110,110,120,90,120,70,90,100,130,130,120
15858,110,110,110,90,120,70,80,40,100,100,120
15859,110,100,110,90,110,80,80,50,120,120,120
15860,110,100,110,90,110,80,80,100,120,120,120
15861,110,100,100,90,110,80,80,100,120,120,120
15862,110,100,100,90,110,80,80,100,120,120,120
15863,110,100,100,90,110,90,80,90,120,120,120
15864,110,100,100,90,100,90,80,100,120,120,120
15865,110,100,90,90,100,90,80,80,90,90,120
15866,110,100,90,90,100,90,80,80,90,90,120
15867,110,100,90,90,100,90,80,90,90,90,90
15868,110,100,90,90,100,90,80,80,80,80,110
15869,110,100,90,90,100,90,80,80,80,80,50
15870,110,100,90,90,100,90,80,100,80,80,50
15871,110,100,90,90,100,80,80,50,50,50,50
15872,110,100,90,90,100,80,80,50,50,50,50
15873,100,100,90,90,100,80,80,50,50,50,50
15874,110,90,90,90,100,80,80,50,50,50,50
15875,100,100,100,90,100,80,80,50,50,50,50
15876,100,100,100,90,100,80,80,50,50,50,50
15877,100,100,100,90,100,70,80,60,50,50,50
15878,100,100,100,90,100,70,80,70,50,50,50
15879,100,90,90,80,100,70,80,70,50,50,50
15880,100,90,90,80,100,70,80,70,50,50,50
15881,100,80,90,70,90,70,80,70,70,70,50
15882,100,80,80,70,90,70,80,70,70,70,50
15883,80,70,70,60,80,40,30,60,60,60,50
15884,80,60,70,50,80,40,30,60,60,60,50
15885,80,60,70,50,70,40,30,50,60,60,50
15886,70,60,60,50,70,40,30,50,60,60,50
15887,70,60,60,50,70,40,30,50,60,60,50
15888,70,60,60,50,70,40,30,60,60,60,50
15889,80,60,60,50,70,40,30,50,50,50,50
15890,70,50,60,50,60,40,30,50,50,50,50
15891,70,50,60,50,60,40,30,50,50,50,50
15892,70,50,50,40,60,40,30,50,50,50,50
15893,60,50,50,40,50,40,30,50,50,50,50
15894,60,50,50,40,50,40,30,50,50,50,50
15895,60,50,50,40,50,40,40,50,50,50,50
15896,60,50,50,40,50,40,40,50,50,50,50
15897,60,50,50,40,60,40,40,50,50,50,50
15898,60,50,60,40,60,40,40,50,50,50,50
15899,60,50,60,40,60,40,40,50,50,50,50
15900,70,50,60,40,60,40,40,50,50,50,50
15901,70,50,70,50,70,40,40,50,50,50,50
15902,70,50,60,40,60,40,40,50,50,50,50
15903,60,50,60,40,60,40,40,50,50,50,50
15904,70,50,60,40,60,40,40,50,50,50,50
15905,60,50,50,40,50,40,40,50,50,50,50
15906,60,50,50,40,50,40,40,40,50,50,50
15907,60,50,50,40,50,40,40,50,50,50,50
15908,70,50,60,40,60,40,40,50,50,50,50
15909,70,50,60,40,60,40,40,50,50,50,50
15910,70,50,60,40,60,40,40,60,50,50,50
15911,70,50,60,50,60,40,40,50,50,50,50
15912,70,60,70,50,70,40,40,50,50,50,50
15913,80,70,70,50,70,40,50,60,50,50,50
15914,80,70,70,50,70,40,50,50,50,50,50
15915,70,60,70,50,70,40,50,60,50,50,50
15916,70,60,60,50,60,40,50,50,50,50,50
15917,80,60,70,50,60,40,50,60,50,50,50
15918,80,70,70,50,70,40,50,50,50,50,50
15919,80,70,70,50,70,40,50,50,50,50,50
15920,80,70,70,50,70,40,50,50,50,50,50
15921,80,70,70,60,70,40,50,50,50,50,50
15922,80,80,70,60,70,40,50,50,50,50,50
15923,80,80,70,60,70,40,50,50,50,50,50
15924,80,80,80,60,70,40,50,50,60,60,50
15925,80,80,80,60,70,50,60,60,50,50,50
15926,80,80,80,60,70,50,60,60,60,60,50
15927,80,80,70,60,70,50,60,60,60,60,50
15928,70,80,70,50,70,50,60,60,60,60,50
15929,70,90,70,50,80,50,60,60,60,60,50
15930,80,110,90,50,100,50,60,50,50,50,50
15931,90,110,90,60,100,60,60,50,50,50,50
15932,100,90,80,80,90,60,60,50,50,50,60
15933,80,80,80,70,80,60,60,50,50,50,60
15934,70,70,70,70,60,60,60,50,50,50,60
15935,80,60,70,60,60,60,60,50,50,50,60
15936,80,70,70,70,60,60,60,50,50,50,60
15937,70,70,70,70,70,60,70,60,50,50,60
15938,70,70,70,60,70,60,70,60,70,70,60
15939,60,70,70,60,70,60,70,60,60,60,60
15940,80,60,60,60,70,60,70,70,60,60,60
15941,80,60,60,60,70,60,70,40,60,60,60
15942,80,60,60,50,70,60,70,60,60,60,60
15943,80,60,60,50,70,60,80,100,50,50,60
15944,80,60,60,50,70,60,80,60,60,60,60
15945,80,60,60,60,70,60,80,50,60,60,60
15946,90,60,60,60,70,60,80,70,50,50,60
15947,90,60,60,60,70,60,80,70,50,50,60
15948,110,60,70,70,80,60,80,70,50,50,60
15949,140,90,90,100,100,60,80,70,50,50,70
15950,140,90,90,90,100,60,80,50,50,50,50
15951,140,90,90,90,100,60,80,50,50,50,50
15952,130,90,90,90,90,60,80,70,50,50,50
15953,120,90,90,90,100,60,80,80,60,60,50
15954,120,90,80,90,100,60,80,70,60,60,60
15955,110,90,80,90,100,60,80,80,60,60,60
15956,110,90,80,90,100,60,90,70,60,60,60
15957,110,90,80,90,100,60,90,50,50,50,60
15958,110,90,80,90,100,60,90,60,50,50,60
15959,120,90,80,90,100,60,90,50,50,50,60
15960,120,90,80,90,100,60,90,50,50,50,60
15961,120,90,80,90,100,60,90,50,50,50,60
15962,120,90,80,90,100,60,90,50,60,60,60
15963,120,90,80,90,100,60,90,50,50,50,60
15964,120,90,80,80,100,60,90,50,50,50,60
15965,110,90,80,80,100,60,90,50,50,50,60
15966,100,80,80,70,90,60,90,50,50,50,50
15967,100,80,80,70,90,70,80,50,50,50,50
15968,100,80,70,70,80,70,80,50,50,50,50
15969,100,70,70,70,80,70,80,50,50,50,60
15970,110,70,70,70,80,70,80,60,50,50,50
15971,110,70,70,70,80,70,80,100,110,110,50
15972,110,70,70,60,80,70,80,60,110,110,50
15973,110,70,60,60,80,80,80,80,60,60,50
15974,110,70,70,60,80,80,80,100,80,80,50
15975,110,70,70,60,80,80,80,80,110,110,50
15976,110,70,70,70,80,80,80,100,110,110,50
15977,110,70,70,70,80,80,80,80,110,110,60
15978,120,70,70,70,80,80,80,40,110,110,50
15979,120,80,70,70,80,80,80,100,90,90,50
15980,110,80,70,70,80,80,80,80,90,90,50
15981,130,80,70,70,90,80,80,90,90,90,50
15982,140,100,90,90,100,80,80,100,80,80,50
15983,140,100,90,90,100,90,80,100,80,80,100
15984,130,100,90,100,100,90,80,80,80,80,100
15985,140,100,90,90,100,90,80,100,80,80,100
15986,140,90,80,90,100,90,80,100,80,80,100
15987,140,80,80,80,90,90,80,100,80,80,100
15988,120,80,80,80,90,90,80,100,80,80,100
15989,120,80,80,80,90,90,80,100,80,80,100
15990,120,80,80,80,90,100,80,100,80,80,100
15991,130,80,80,80,90,100,80,100,100,100,100
15992,120,80,80,80,90,100,80,100,100,100,110
15993,110,60,70,80,80,100,80,100,100,100,100
15994,100,60,60,70,70,100,80,100,100,100,100
15995,100,60,60,70,70,100,80,100,100,100,100
15996,100,60,60,60,70,100,80,100,100,100,100
15997,90,60,60,60,70,100,70,100,110,110,100
15998,110,70,70,70,80,100,70,100,110,110,100
15999,100,60,60,60,70,100,70,100,110,110,100
16000,110,70,70,70,80,100,80,100,110,110,100
16001,110,70,70,70,80,100,80,100,130,130,100
16002,110,70,60,70,70,100,80,100,110,110,100
16003,100,60,60,70,70,90,70,100,110,110,100
16004,100,60,60,70,70,90,70,100,110,110,100
16005,90,50,60,70,70,80,70,100,110,110,100
16006,90,50,60,70,70,80,70,100,110,110,100
16007,90,50,60,70,70,80,70,100,120,120,100
16008,90,50,60,70,70,80,70,100,120,120,100
16009,90,60,60,70,70,80,70,100,80,80,100
16010,100,70,70,70,80,80,70,100,50,50,110
16011,90,60,60,70,70,80,70,100,50,50,100
16012,80,60,60,70,70,80,70,100,50,50,100
16013,70,60,60,60,70,80,70,100,50,50,50
16014,70,60,60,60,70,80,70,100,50,50,50
16015,70,60,60,60,70,80,70,50,50,50,60
16016,70,60,60,60,70,80,70,50,50,50,60
16017,60,60,60,60,70,80,70,50,50,50,50
16018,60,60,60,60,70,80,70,40,50,50,50
16019,60,50,60,60,70,80,70,30,50,50,50
16020,60,50,60,50,70,80,70,50,50,50,60
16021,60,50,60,50,70,70,70,50,50,50,60
16022,50,50,60,50,70,70,70,60,50,50,60
16023,50,50,60,50,70,70,70,60,50,50,60
16024,50,50,60,50,70,70,70,60,50,50,50
16025,50,50,60,50,70,70,70,60,50,50,60
16026,50,50,60,50,70,70,70,60,50,50,60
16027,50,50,50,50,50,30,30,50,60,60,60
16028,50,50,50,50,50,30,30,50,50,50,60
16029,50,50,50,50,50,30,30,50,50,50,60
16030,50,50,50,50,50,30,30,50,50,50,60
16031,50,50,50,50,50,30,30,50,50,50,60
16032,50,40,50,50,50,30,30,50,50,50,60
16033,50,40,50,50,50,30,30,50,50,50,50
16034,50,40,50,50,50,30,30,50,50,50,50
16035,50,40,50,40,50,30,30,50,50,50,50
16036,50,40,50,40,50,30,30,50,50,50,50
16037,50,40,50,40,50,30,30,50,50,50,50
16038,50,40,50,40,50,30,30,50,50,50,50
16039,50,40,50,40,50,30,40,50,50,50,50
16040,50,40,50,40,50,30,40,50,50,50,50
16041,50,40,50,40,50,30,40,50,50,50,50
16042,50,40,50,40,50,30,40,50,50,50,50
16043,50,50,50,40,50,30,40,50,50,50,50
16044,60,50,50,40,50,30,40,50,50,50,50
16045,60,50,50,40,50,40,40,50,50,50,50
16046,60,50,50,40,50,40,40,50,50,50,60
16047,60,50,50,40,50,40,40,60,50,50,60
16048,60,50,50,40,50,40,40,50,50,50,60
16049,60,50,50,40,50,40,40,50,50,50,50
16050,60,50,50,40,50,40,40,50,50,50,50
16051,60,50,50,40,50,40,40,50,50,50,60
16052,60,50,50,40,50,40,40,50,50,50,50
16053,60,50,50,40,50,40,40,50,50,50,50
16054,60,50,50,40,50,40,40,50,50,50,50
16055,60,50,50,40,50,40,40,50,50,50,50
16056,60,50,50,40,50,40,40,50,50,50,50
16057,60,50,50,40,50,40,50,50,50,50,50
16058,60,50,50,40,50,40,50,50,50,50,50
16059,60,50,50,50,60,40,50,50,50,50,50
16060,60,50,50,40,50,40,50,50,50,50,50
16061,50,40,50,40,50,40,50,50,60,60,50
16062,50,40,50,40,50,40,50,50,50,50,50
16063,50,50,50,50,50,40,50,50,50,50,60
16064,50,50,50,50,50,40,50,50,50,50,60
16065,50,50,50,50,50,40,50,50,50,50,60
16066,50,50,50,50,50,40,50,50,50,50,60
16067,50,50,50,50,50,40,50,40,50,50,60
16068,50,50,50,50,50,40,50,50,50,50,60
16069,50,50,50,50,50,40,60,50,50,50,60
16070,50,50,50,50,50,40,60,50,50,50,60
16071,50,50,50,50,60,40,60,50,50,50,60
16072,50,50,60,50,60,40,60,50,50,50,60
16073,60,60,60,50,70,50,60,40,50,50,60
16074,60,70,60,60,80,50,60,60,50,50,50
16075,60,80,70,60,80,60,60,70,50,50,50
16076,60,70,70,60,70,60,60,50,50,50,60
16077,60,60,60,60,70,60,60,50,50,50,60
16078,70,60,60,60,70,60,60,50,50,50,60
16079,70,60,60,60,70,60,60,50,50,50,50
16080,70,60,60,60,70,60,60,50,50,50,60
16081,70,70,60,60,80,60,70,70,50,50,60
16082,70,70,70,60,80,60,70,50,50,50,50
